2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.265645265579223633e+00 -2.147066116333007812e+00 2.050938606262207031e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.006676435470581055e+00 1.685531616210937500e+00 2.175229644775390625e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.382418990135192871e+00 1.684103608131408691e+00 1.550829410552978516e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
1.696313381195068359e+00 1.560590863227844238e-01 1.711919403076171875e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
1.672500491142272949e+00 1.859586119651794434e+00 1.858459091186523438e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.582270860671997070e+00 -1.702887773513793945e+00 2.411981964111328125e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
2.051115751266479492e+00 -4.544745683670043945e-01 2.005668258666992188e+01
2.102787256240844727e+00 -6.898034811019897461e-01 2.033806800842285156e+01
